image,Irregularity,Disorganized,Asymmetry,Chaotic,Randomness,Variability,Multicolored,Heterogeneity,Grainy,Isotropy,Cluttered,Ambiguity,Intricate
Eric Montoya.jpg,0.08515646952718002,0.0,0.0,0.0,0.017289636107632143,0.0,0.02394711697766939,0.0,0.008137818884408492,0.0367012169066053,0.05784412527906785,0.0,0.040161325893573956
Eric Montoya_c.png,0.08372679622152751,0.0,0.0,0.0,0.007884889669173651,0.0,0.0231546726218774,0.0,0.016049659657083937,0.028973624386231585,0.14814078384355384,0.0,0.028186344770102775
apple.png,0.08121497645254867,0.0,0.0,0.0,0.003999051060908468,0.0,0.010817361952185018,0.0,0.002223015056356729,0.02826892716571538,0.10472120893473603,0.0,0.0009197876976977511
apple_c.png,0.06518652597063106,0.0,0.0,0.0,0.005104028320425042,0.0,0.013999106611836416,0.0,0.0011565101480377656,0.035914831748079155,0.05192561712134859,0.0,0.009324795657985021
cat.png,0.09713402810796715,0.0,0.0,0.0,0.0034096892252483755,0.0,0.002099611501303832,0.0,0.10983162542073571,0.02854228344179919,0.09703948025613607,0.0,0.019758472340680774
cat_c.png,0.10453906712742278,0.0,0.0,0.0,0.007146145117489444,0.0,0.0026047515170747517,0.0,0.0012219178493594104,0.034274444657343514,0.10677817767785217,0.0,0.12999749684494233
climb.png,0.11174395994869137,0.0,0.0,0.0,0.0018152730292727076,0.0,0.00147145223844363,0.0,0.09103677812175354,0.02718242061042001,0.15788691308237557,0.0,0.07242358722432073
climb_c.png,0.09859437982682778,0.0,0.0,0.0,0.004880867570551756,0.0,0.009422981703836491,0.0,0.005498288489672492,0.028868729607349975,0.1254459819198754,0.0,0.17936242164483204
dwarfs.png,0.10490916663268615,0.0,0.0,0.0,0.0045152548621700435,0.0,0.003646206573048681,0.0,0.016491776805819494,0.029196285223267938,0.10109358723215597,0.0,0.13963334670036368
dwarfs_c.png,0.12006274332635236,0.0,0.0,0.0,0.005810879187993816,0.0,0.005689589799034232,0.0,0.00105313767153277,0.02743763438806474,0.1357849957858989,0.0,0.1904785930990633
einstein.png,0.12266537835782089,0.0,0.0,0.0,0.004634401545898717,0.0,0.001691887544279428,0.0,0.03611927480281127,0.022296201409553563,0.17107435422766415,0.0,0.17284722622668552
einstein_c.png,0.08822501650087061,0.0,0.0,0.0,0.0018888617110042576,0.0,0.01393478038203343,0.0,0.007494875990682181,0.034009985262946844,0.12219088293294886,0.0,0.19743070139979452
elephant.png,0.12597395428978786,0.0,0.0,0.0,0.009623259611624756,0.0,0.00015356139420820113,0.0,0.09091131092000167,0.025294861336203435,0.08572691680194915,0.0,0.015855547104251275
elephant_c.png,0.11808227606060265,0.0,0.0,0.0,0.0067444798212079205,0.0,0.0009828944764158755,0.0,0.07832977816052711,0.030648182193630465,0.10818231364771548,0.0,0.018866043084900346
face.jpg,0.1438922604473708,0.0,0.0,0.0,0.010539027830315831,0.0,0.0001920520103724806,0.0,0.038380693094204624,0.02352587257509617,0.12397673335998222,0.0,0.025777493426586293
face_c.png,0.12346277639748021,0.0,0.0,0.0,0.0026942426562656546,0.0,0.0001733641601095476,0.0,0.017050929784097866,0.032395504458915,0.09929479686286226,0.0,0.004278898701033584
fantasy.png,0.11423822685946933,0.0,0.0,0.0,0.0024436853264305494,0.0,0.004658106545543129,0.0,0.00015463233704099907,0.030073154127430012,0.21665904904050776,0.0,0.19730797743476763
fantasy_c.png,0.08739300443879802,0.0,0.0,0.0,0.011068315555324521,0.0,0.03704512662135105,0.0,0.004146126690085201,0.0322983799701383,0.09476902783815991,0.0,0.1283783209093358
flower.jpg,0.11646330262666879,0.0,0.0,0.0,0.010244143097170276,0.0,0.006311021341984859,0.0,0.007673200314421333,0.02510776438286039,0.05045821152292885,0.0,0.007631855481067712
flower_c.png,0.11624518182439116,0.0,0.0,0.0,0.022183352250968975,0.0,0.016840026570121465,0.0,0.00041692123286633066,0.035423836419892156,0.06410625002830396,0.0,0.017547378330911294
goose.png,0.14932754043208182,0.0,0.0,0.0,0.0062466119680254515,0.0,2.7948053746809152e-05,0.0,0.030496368571691683,0.015331177807085488,0.1865594378157711,0.0,0.0034332067621921153
goose_c.png,0.1314498823490808,0.0,0.0,0.0,0.011261264637429273,0.0,0.000249428339932542,0.0,0.017079926021801677,0.022262851697983563,0.13396582904406898,0.0,0.004871641421250426
half.png,0.11538829704130955,0.0,0.0,0.0,0.0029807956197589495,0.0,0.00021955219706163977,0.0,0.06748919373824391,0.03731004567565448,0.12122654584556755,0.0,0.007962317332157225
half_c.png,0.1126845438038598,0.0,0.0,0.0,0.0033635616462754313,0.0,0.0013350101067124483,0.0,0.004426411186502697,0.03534120571505449,0.137086924664586,0.0,0.0349470598088443
halfskeleton.png,0.13160555801481702,0.0,0.0,0.0,0.0027715309445296766,0.0,0.00026630071981447866,0.0,0.007290254465790329,0.025608483508591573,0.10967076222175756,0.0,0.11863542478609718
halfskeleton_c.png,0.12117393059445644,0.0,0.0,0.0,0.002754231439233464,0.0,0.0005214889457419285,0.0,0.004484739408758025,0.035788705505591246,0.06833618106469463,0.0,0.16296606362908805
horses.png,0.10404600709368415,0.0,0.0,0.0,0.0061084879098071854,0.0,0.0028356790414885034,0.0,0.09266057129232626,0.025663249690675127,0.15678323749731055,0.0,0.07732866839126827
horses_c.png,0.09337147461380896,0.0,0.0,0.0,0.008563626637460776,0.0,0.03868118180327425,0.0,0.012258142642573024,0.03984165714261806,0.0801276330985982,0.0,0.12781509953466424
love.png,0.0779104492811231,0.0,0.0,0.0,0.0026036524422180228,0.0,0.006458094197653841,0.0,0.002837851100138481,0.031401718873357715,0.0978125068709655,0.0,0.16791579776169674
love_c.jpg,0.04826463459482881,0.0,0.0,0.0,0.00628031346547777,0.0,0.0799941731433279,0.0,0.006379062902519413,0.033330217870952986,0.1390873659273145,0.0,0.08083903261050117
