image,Irregularity,Disorganized,Asymmetry,Chaotic,Randomness,Variability,Multicolored,Heterogeneity,Grainy,Isotropy,Cluttered,Ambiguity,Intricate,Predicted Complexity Score
Eric Montoya.jpg,0.08193279787892989,0.0,0.0,0.014311891053896497,0.0,0.0,0.02413142267657304,0.0,0.008820215794495085,0.027342413917353807,0.06515586869688715,0.0,0.039882099129931604,0.2615767091480671
Eric Montoya_c.png,0.08055724609014253,0.0,0.0,0.009814282732727709,0.0,0.0,0.02333287938156542,0.0,0.017395504079711632,0.021585355948012242,0.1668664088910928,0.0,0.027990375596925587,0.34754205272017796
apple.png,0.07814051342634466,0.0,0.0,0.010648976085159707,0.0,0.0,0.010900616293688855,0.0,0.00240942601328282,0.021060356378139803,0.11795841507175613,0.0,0.000913392755888639,0.2420316960242606
apple_c.png,0.06271883377077568,0.0,0.0,0.010783140946198309,0.0,0.0,0.014106848814395796,0.0,0.0012534893217837934,0.026756556817367126,0.05848923593953506,0.0,0.009259963821503696,0.18336806943155948
cat.png,0.09345693564240831,0.0,0.0,0.004436061247361572,0.0,0.0,0.0021157708730367548,0.0,0.11904155782172522,0.021264006858357117,0.10930568322157648,0.0,0.019621099030326793,0.3692411146947922
cat_c.png,0.10058165051886285,0.0,0.0,0.010133516849651008,0.0,0.0,0.0026247986296049353,0.0,0.0013243817867640733,0.025534468107510064,0.12027539341127602,0.0,0.12909367259317808,0.389567881896847
climb.png,0.10751379590419892,0.0,0.0,0.007935017443422097,0.0,0.0,0.0014827770686293507,0.0,0.0986706683541286,0.020250908777685504,0.17784449031118402,0.0,0.07192005295541722,0.4856177108146657
climb_c.png,0.09486200448659479,0.0,0.0,0.013276198993495102,0.0,0.0,0.009495504389147686,0.0,0.0059593475436292955,0.021507209316818817,0.14130288749445838,0.0,0.17811538142888753,0.46451853365303164
dwarfs.png,0.10093773958794006,0.0,0.0,0.014918906681273254,0.0,0.0,0.00367426910146993,0.0,0.017874694967796624,0.021751238316025403,0.1138722465594834,0.0,0.13866252796795894,0.41169162318194763
dwarfs_c.png,0.1155176645575718,0.0,0.0,0.015478919908002178,0.0,0.0,0.005733378945985154,0.0,0.00114144854489549,0.020441043092946257,0.15294879667987563,0.0,0.18915426627690748,0.500415518006184
einstein.png,0.11802177459371968,0.0,0.0,0.01512569521317847,0.0,0.0,0.001704908924540174,0.0,0.03914805706868723,0.016610674498233936,0.19269888009692226,0.0,0.171645483741596,0.5549554741368778
einstein_c.png,0.08488518235862169,0.0,0.0,0.013519051430982369,0.0,0.0,0.014042027506594373,0.0,0.008123358915919397,0.025337445805924605,0.13763633015325324,0.0,0.1960580391539914,0.47960143532528704
elephant.png,0.1212051015283153,0.0,0.0,0.0015673629990515625,0.0,0.0,0.0001547432584013127,0.0,0.09853468009851589,0.018844676741824024,0.09656316364002554,0.0,0.01574530938163646,0.3526150376477701
elephant_c.png,0.11361216958940949,0.0,0.0,0.003717903260170373,0.0,0.0,0.0009904591888442353,0.0,0.08489812274324107,0.022832901848600515,0.12185701813882804,0.0,0.018734874503282956,0.3666434492723767
face.jpg,0.13844509474190717,0.0,0.0,0.0011140208962302281,0.0,0.0,0.00019353011230978514,0.0,0.04159910662078813,0.01752677976188392,0.139647919668605,0.0,0.02559827210099083,0.36412472390271505
face_c.png,0.11878898644239326,0.0,0.0,0.004491563866574922,0.0,0.0,0.00017469843357234604,0.0,0.018480735726457267,0.024134657284830198,0.11184608143814241,0.0,0.004249149109612991,0.2821658723015834
fantasy.png,0.10991364018839209,0.0,0.0,0.015818815227210306,0.0,0.0,0.004693957023212093,0.0,0.00016759903370690995,0.02240450582456245,0.24404567418334108,0.0,0.19593616844305445,0.5929803599234793
fantasy_c.png,0.08408466683122694,0.0,0.0,0.01599651572027125,0.0,0.0,0.03733023935368075,0.0,0.004493800198469917,0.02406229952131511,0.10674823596285343,0.0,0.12748575418570854,0.4002015117735259
flower.jpg,0.11205448379207238,0.0,0.0,0.011795155624087481,0.0,0.0,0.006359593251510127,0.0,0.008316636628182104,0.018705289474257408,0.05683634403332254,0.0,0.007578794028061608,0.22164629683149364
flower_c.png,0.11184462014101414,0.0,0.0,0.010027734481531906,0.0,0.0,0.01696963352320298,0.0,0.0004518821683576046,0.02639076519991371,0.07220955264415577,0.0,0.01742537793494,0.25531956609311607
goose.png,0.14367461751187807,0.0,0.0,0.0015680361849825634,0.0,0.0,2.8163152106398984e-05,0.0,0.03305364196125508,0.011421730524865406,0.2101413441009916,0.0,0.003409336952324226,0.40329687038840334
goose_c.png,0.1264737336049235,0.0,0.0,0.005079544953373878,0.0,0.0,0.0002513480309149894,0.0,0.018512163444056897,0.016585828956460984,0.1508996795258592,0.0,0.004837770710126832,0.32264006922571625
half.png,0.11102017347093059,0.0,0.0,0.001722258685391891,0.0,0.0,0.0002212419504111979,0.0,0.07314850097097801,0.027795991471757445,0.13655009675717678,0.0,0.007906958300793488,0.35836522160743933
half_c.png,0.10841877314575896,0.0,0.0,0.0013375325172390636,0.0,0.0,0.0013452848287589692,0.0,0.004797587955038228,0.02632920530832473,0.15441529490529038,0.0,0.034704085898194584,0.3313477645586049
halfskeleton.png,0.1266235160339774,0.0,0.0,0.012293118726196947,0.0,0.0,0.00026835026675283124,0.0,0.007901578850353835,0.019078325322821152,0.12353361294226695,0.0,0.1178105967960019,0.40750909893837106
halfskeleton_c.png,0.11658678687263153,0.0,0.0,0.006117340086501692,0.0,0.0,0.0005255025138347023,0.0,0.004860807291141536,0.026662592741551316,0.07697416495135738,0.0,0.16183302119290782,0.393560215649926
horses.png,0.1001072556982369,0.0,0.0,0.01308656616131729,0.0,0.0,0.002857503456013865,0.0,0.10043062472247677,0.01911912613939931,0.17660130543877867,0.0,0.07679103091712498,0.48899341253334777
horses_c.png,0.08983681685804361,0.0,0.0,0.011264267535791647,0.0,0.0,0.03897888620975122,0.0,0.01328604935584716,0.029682042519704566,0.09025610666557815,0.0,0.1269264486798029,0.40023061782451924
love.png,0.07496108198296589,0.0,0.0,0.012273294144155088,0.0,0.0,0.006507798033225953,0.0,0.003075819141640439,0.023394286825328712,0.1101764236878214,0.0,0.16674834166481214,0.39713704547994966
love_c.jpg,0.04643753519744432,0.0,0.0,0.010107663012406294,0.0,0.0,0.08060983731714678,0.0,0.006913979306504197,0.024831018963274845,0.15666860045051817,0.0,0.0802769888793847,0.40584562312667927
magician.png,0.08952566053826627,0.0,0.0,0.012181125363920084,0.0,0.0,0.004996236814061171,0.0,0.006156283409144549,0.022474023757889067,0.15598313646175987,0.0,0.043432262199271765,0.3347487285443128
magician_c.png,0.09466532968613502,0.0,0.0,0.010190941619807426,0.0,0.0,0.025448354179915908,0.0,0.0029445937729266633,0.028613557402085307,0.11573285773899987,0.0,0.05703935743269008,0.3346349918325603
monkey.png,0.11236502847222267,0.0,0.0,0.003504447752377,0.0,0.0,5.143046587803269e-05,0.0,0.01146945990383243,0.012132293996364528,0.061004982935133775,0.0,0.00574396340177381,0.20627160692758223
monkey_c.png,0.09465105809483755,0.0,0.0,0.010841638008875557,0.0,0.0,0.0013871528230452854,0.0,0.034169023972294335,0.029778180173099897,0.20349953404232426,0.0,0.0607920620365633,0.43511864915104015
mountain.png,0.1196707372134562,0.0,0.0,0.010911315939703238,0.0,0.0,0.0004931190922204638,0.0,0.0032592009050477046,0.031654652243517205,0.21631285313603338,0.0,0.008574139573924845,0.39087601810390304
mountain_c.png,0.08466354118076458,0.0,0.0,0.00966134989247413,0.0,0.0,0.00561197750695535,0.0,0.0006856781870772466,0.024335869535902905,0.14702841676214287,0.0,0.18174402260503517,0.4537308556703523
night.png,0.14877926088887186,0.0,0.0,0.008958824233788468,0.0,0.0,0.0020064210141872564,0.0,0.143176376335155,0.021697661566239295,0.228876739702578,0.0,0.0830697127165245,0.6365649964573443
night_c.png,0.10448069676731762,0.0,0.0,0.012481773730886249,0.0,0.0,0.007112826301857963,0.0,0.11115217335179899,0.024495030370655594,0.16452535092299744,0.0,0.039564690153388496,0.4638125415989024
oldman.png,0.0803845380618644,0.0,0.0,0.008251651320441965,0.0,0.0,0.00301646769530183,0.0,0.10789713928906598,0.023088233363150166,0.08232815916441374,0.0,0.046006407972044125,0.35097259686628224
oldman_c.png,0.08535484835378164,0.0,0.0,0.005525947145006067,0.0,0.0,0.005940005565764533,0.0,0.004842709093129093,0.027958280126920847,0.1265723799670399,0.0,0.035360218767076644,0.29155438901871866
oldpeople.jpg,0.10177997527203057,0.0,0.0,0.012757513074365196,0.0,0.0,0.0028532916231060017,0.0,0.06306865024089023,0.02378993695197104,0.06410713435985575,0.0,0.14106987877840899,0.4094263803006278
oldpeople_c.png,0.09438943864660115,0.0,0.0,0.010107118449278812,0.0,0.0,0.004897780222550678,0.0,0.0016050196864834396,0.02916827500885171,0.09240358967391778,0.0,0.16861731744779335,0.4011885391354769
