image,Irregularity,Disorganized,Asymmetry,Chaotic,Randomness,Variability,Multicolored,Heterogeneity,Grainy,Isotropy,Cluttered,Ambiguity,Intricate,Predicted Complexity Score
painting.jpg,0.08702625755400542,0.0,0.0,0.015426227541783138,0.0,0.0,0.003948595702787481,0.0,0.005109218564379964,0.019039478348163635,0.1466872618431355,0.0,0.12459650199242712,0.40183354154668227
painting_c.png,0.08463101145380447,0.0,0.0,0.007997709047716033,0.0,0.0,0.0026545432003299654,0.0,0.041690178372240115,0.025247743897327615,0.09395811312765984,0.0,0.07320024563351257,0.3293795447325906
people.jpg,0.0897210289239887,0.0,0.0,0.0037603089073597624,0.0,0.0,0.004088084741832662,0.0,0.0738895685918815,0.022332637732495587,0.09236474997089936,0.0,0.08788548018491739,0.37404185905337495
people_c.png,0.06999516797458145,0.0,0.0,0.0020890605222481247,0.0,0.0,0.00402171251063496,0.0,0.012854050720016948,0.030204595053391965,0.06732955661824062,0.0,0.02908107116791406,0.21557521456702813
scene.png,0.11863033622845555,0.0,0.0,0.00655382001761992,0.0,0.0,0.00027383851314333066,0.0,0.12789973755390427,0.026824633478526455,0.19616054754716253,0.0,0.019197394141038233,0.4955403074798503
scene_c.png,0.10225903953563441,0.0,0.0,0.010280880502289926,0.0,0.0,0.0007356161361819888,0.0,0.003827595938220767,0.02853578991398264,0.21425899176516555,0.0,0.04620000981243435,0.4060979236039096
skeleton.png,0.09842517348549222,0.0,0.0,0.014305229798209258,0.0,0.0,0.00135019569423627,0.0,0.000704749248899186,0.014854901155578836,0.01715300182245275,0.0,0.18883569788610696,0.3356289490909755
skeleton_c.png,0.08367589361874153,0.0,0.0,0.0031031630734727053,0.0,0.0,0.0017578790140617656,0.0,0.004771856042702966,0.019178356568793072,0.10861576860660437,0.0,0.011432666068948235,0.23253558299332466
street.jpg,0.14136330657913584,0.0,0.0,0.012163681529500679,0.0,0.0,0.002508448215316144,0.0,0.002114064123137927,0.011660669054700198,0.05467681341625347,0.0,0.19040950510568674,0.414896488023731
street_c.png,0.11676732943050128,0.0,0.0,0.008149707534008083,0.0,0.0,0.0041200376440440846,0.0,0.14682773097929935,0.018629633914451202,0.07049356213419011,0.0,0.028771560446742204,0.3937595620832363
sunset.png,0.10355722583955894,0.0,0.0,0.009272439152197644,0.0,0.0,0.004988618005762315,0.0,0.043672030636680334,0.025934809744592453,0.22117474007571944,0.0,0.06596035449507878,0.4745602179495899
sunset_c.png,0.10600249178887038,0.0,0.0,0.01021350961021,0.0,0.0,0.003985771183738033,0.0,0.031862624225175815,0.02226677868411795,0.15059682389524534,0.0,0.056682400225607915,0.3816103996129654
table.png,0.09020889169290697,0.0,0.0,0.004544037394250234,0.0,0.0,0.0016897709009763254,0.0,0.0005388453145095771,0.016907407469519454,0.2238687329623864,0.0,0.08036219158888529,0.41811987732343425
table_c.png,0.06796855450435259,0.0,0.0,0.012539065138644102,0.0,0.0,0.02224499304278267,0.0,0.0017999655192033194,0.023940783500200475,0.08767813144555008,0.0,0.1212152960912964,0.33738678924202964
tiger.png,0.11404297172554946,0.0,0.0,0.014022910099027498,0.0,0.0,0.0005763455336712026,0.0,0.07178372135759212,0.021115952582297797,0.19207484150509768,0.0,0.01655459883986526,0.430171341643101
tiger_c.png,0.09576724696993485,0.0,0.0,0.014901663380754637,0.0,0.0,0.007453550885110424,0.0,0.019645783936746236,0.03031916143889885,0.13535307836299298,0.0,0.12449579974495877,0.42793628471939676
tree.png,0.129006620394786,0.0,0.0,0.015065807978243612,0.0,0.0,0.0004783274689845482,0.0,0.14315626686875066,0.023589970456767955,0.24249822808266763,0.0,0.1468292996131065,0.700624520863307
tree_c.png,0.11962000477448895,0.0,0.0,0.00641801019023135,0.0,0.0,0.0008483120622860676,0.0,0.08959581314333608,0.02777457627223417,0.2158922754541943,0.0,0.04099062323770323,0.5011396151344741
treeelephant.jpg,0.14268796361682193,0.0,0.0,0.0027656916485453925,0.0,0.0,4.53357602304454e-05,0.0,0.0929432831837219,0.025485443716925134,0.1519574294337966,0.0,0.00813315676792241,0.4240183041279638
treeelephant_c.png,0.12575581911842235,0.0,0.0,0.004696404751784401,0.0,0.0,0.0004793248103224739,0.0,0.003068336167877787,0.026082963540208694,0.1444080631625621,0.0,0.0230258186662223,0.3275167302174001
twotrees.jpg,0.10511164362063642,0.0,0.0,0.014267873290653845,0.0,0.0,0.00033508849941039643,0.0,0.004153307035063091,0.02058911586379049,0.03857575983896199,0.0,0.08578118195481929,0.2688139701033355
twotrees_c.png,0.0800524038884712,0.0,0.0,0.006470566742537144,0.0,0.0,0.0006503612068638572,0.0,0.06409528515479386,0.01690339454154496,0.17203397304929013,0.0,0.01406256603930043,0.3542685506228016
upsidedownwoman.png,0.07919952884193633,0.0,0.0,0.009185659618399821,0.0,0.0,0.002397004786256581,0.0,0.044253432311847994,0.02402043041073211,0.1105737219704334,0.0,0.012398354001512358,0.2820281319411186
upsidedownwoman_c.png,0.10306816552379809,0.0,0.0,0.00765995128587415,0.0,0.0,0.007290972018367946,0.0,0.00043394291556762084,0.027997070736519577,0.12966498060252543,0.0,0.06472791341190882,0.3408429964945616
vangogh.jpg,0.09939031112570743,0.0,0.0,0.0127765039779817,0.0,0.0,0.006517338152237106,0.0,0.036847857472250486,0.021084868573432267,0.03953431248546091,0.0,0.09582228099507314,0.31197347278214305
vangogh_c.png,0.08731786317929661,0.0,0.0,0.008221517302001092,0.0,0.0,0.005831272548775299,0.0,0.08789461663582139,0.029540944924885355,0.1241821806421387,0.0,0.007850478147163699,0.3508388733800822
wife.png,0.1257438753206569,0.0,0.0,0.00048135474389284774,0.0,0.0,0.00011289480645528931,0.0,0.129658069077367,0.024696174367164925,0.18547751172709628,0.0,0.018645071563458494,0.4848149516060918
wife_c.png,0.13103193338852634,0.0,0.0,0.0029408737822932043,0.0,0.0,0.00073033469525543,0.0,0.08297306604695598,0.023977994126745054,0.08395196741047585,0.0,0.06580216157292258,0.39140833102317446
woman.png,0.08134332771410581,0.0,0.0,0.007229158378509512,0.0,0.0,0.002103954459406302,0.0,0.08906107830028497,0.0257655269782671,0.12748982472798412,0.0,0.01578837653614983,0.34878124709470765
woman_c.png,0.0921568055517079,0.0,0.0,0.00396507167096812,0.0,0.0,0.004524059303105097,0.0,0.13210829494572396,0.02882173117827036,0.09781018077960278,0.0,0.0242428436078886,0.38362898703726683
