image,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
Eric Montoya.jpg,0.30961366511711547,0.06547762989607742,0.4705018913767605,0.19800539164141723,0.30700812566162405,1.0,0.6512868993854489,0.1311258358271759,0.22625062714183292,0.147806154824057,0.48523957413327323,0.18739172281268857,0.15903387137806868,0.23746599331922197,0.18944884487761643,0.22837436757161,0.07976859216325659,0.28942051766378274,0.09099200211927264,0.3148940361411498,0.5496750857501275,0.1791005986429055,0.21307948999020065,0.3284925591591762,0.1923442238383819,0.05152048660865238,0.13407894954855332,0.1652417275189404,0.2922777014597931,0.1052727686088666,0.32335434747026703,0.17881720950100086,0.18076235265115037,0.2121168561348417,0.1578469070151216,0.07350376546841067,0.0,0.10504077220084147,0.02630408780544028,0.0742107101265702,0.0635717179859447,0.2229368217545566,0.12463891534295024,0.22363385317708034,0.05029996172228273,0.17421454264344216,0.19661749098428466,0.18100179178614023,0.08385463821654998
Eric Montoya_c.png,0.10440423914427946,0.17273710063439512,1.0,0.18860358131451296,0.08913705451010662,0.12278439664312467,0.25410666099270424,0.26122534792829794,0.13636660932046407,0.26555806514233393,0.1226488763623922,0.1832271448025158,0.1677204660329186,0.16850374068938143,0.0,0.10319266374086011,0.1004241341304519,0.1546596033307483,0.08473103653803368,0.04462888699786815,0.23969823529506928,0.13023651218619361,0.03629429838868386,0.10006330757699597,0.1076604564293931,0.050578134654057666,0.20614380034351065,0.13769550766380362,0.22037000110568772,0.09510250807252495,0.055407893712024994,0.07266694436520084,0.1310705609449053,0.05217414840859967,0.1786362877316719,0.09597094988480143,0.13047070664065819,0.13664467940904326,0.10202735877655539,0.05556070848281792,0.11935916225532511,0.145865578861952,0.11926946231215943,0.09267451073107885,0.16282920456992764,0.0758103230456385,0.0948759574014046,0.10590601090150717,0.07660686073850434
apple.png,0.19664257034876098,0.9999999999999999,0.1386731980438858,0.014507530300767603,0.10768482312118208,0.46152005799153817,0.10338863837758147,0.033044032321303915,0.21031719740647373,0.36875319318965705,0.1700487295880817,0.12670424258308036,0.20732118046955408,0.08519065799385656,0.2790452583190046,0.10527109878055696,0.052608939151594966,0.3285952969946422,0.246973631138602,0.09044935645170157,0.18145999626749731,0.07972162204219044,0.2093430665332031,0.12738587741371005,0.09428416127509581,0.1132788296457326,0.11782775274628388,0.06106783294293836,0.1419019722677927,0.32550031034593707,0.1460181905013438,0.07278914208351377,0.0704484142295505,0.17194028820458285,0.17555502871048617,0.132361895018398,0.0946972264067478,0.13832531569510098,0.0,0.05305643749547233,0.2828574288455507,0.13757524587311287,0.09861905717592179,0.15701128415852017,0.1097238071035268,0.13266889345052857,0.059030557366332795,0.07717431665979578,0.1266715714891478
apple_c.png,0.19544638809891468,0.4445316662722184,0.4821134294105779,0.4797324129433339,0.2722448396794235,0.24965858403428726,0.09464670895992405,0.27160897376207915,0.0926405415838972,0.9999999999999999,0.4805707164861257,0.4339393367708527,0.17754445181071138,0.31391435558797354,0.18179676850705867,0.1634579347223731,0.14056582468133755,0.36114583414162893,0.2488630575137863,0.23417816790432883,0.2935178049731516,0.0786342322711683,0.4499473981450587,0.5341359385022865,0.3098835431991951,0.3345445036224574,0.18671348395436296,0.20669083430005483,0.27679487083113474,0.136393406991692,0.23649935231275993,0.20259031450133982,0.09853046611495643,0.18957147967880272,0.21295054799206448,0.19711567202663624,0.4122375100551969,0.21415543580387256,0.0,0.19041125836100936,0.5344755438859229,0.18092473034451495,0.18925344568318433,0.2711299858903925,0.23457620093322573,0.17799361620283433,0.25018924826248784,0.17762498108588365,0.24697955101121008
cat.png,0.09156974652621852,0.05017076309342994,0.9999999999999999,0.030955643334264833,0.06984422204521575,0.15634621002480792,0.14049779253131955,0.10687546437978157,0.10782434049591672,0.2138054163621409,0.1371581341921535,0.23089607732763595,0.07115358970424263,0.08535989531796194,0.036689758065178615,0.061395652680634384,0.0749722970234694,0.06295526330636814,0.07441208917087601,0.0540600545803322,0.0945762593615199,0.07427506504224327,0.010900494355758628,0.07943446821942718,0.008619849014183605,0.12864352231582216,0.15437447856517061,0.04282893999284264,0.23358581164298797,0.0819225334842778,0.11540307961844118,0.0787552160224366,0.06974822515414268,0.03410981813485946,0.15904697834805598,0.07037392599064317,0.06225197131100693,0.07062423208915339,0.005132064805987199,0.04233077383370881,0.14900389183797336,0.10419406627400865,0.04727706934664631,0.04866108026714987,0.05187653981854979,0.05825414513580369,0.07353169572570752,0.06450045802762311,0.0
cat_c.png,0.07550325976284987,0.151913375273067,1.0,0.1602340462053703,0.04244202004062131,0.1071013798602946,0.25452477774707194,0.10955089687703429,0.11007165806909684,0.19004563512551492,0.15582153700188806,0.2722111072723706,0.060040382878550486,0.10363077846097599,0.09645744776562604,0.07257840163276987,0.08084119930911797,0.1299260585560723,0.08884103083678314,0.097395445368824,0.16071196916365893,0.15286106424233448,0.06769355840594597,0.0930072472908204,0.0,0.10848377707958555,0.17455895763796367,0.0844069770249169,0.24343875907276785,0.07234432533796108,0.1639967518807646,0.09919675031782504,0.13713992300497718,0.09976392482528838,0.17544785098877247,0.1038960118702407,0.09812688824595729,0.13733274069023146,0.00769492469462036,0.11944956349137481,0.12777237063120783,0.10550905105283587,0.08092311060394167,0.1144855234363713,0.14902495031927104,0.08008889204455638,0.1312142287735375,0.11082364875283626,0.06899642210907483
climb.png,0.14070200228578633,0.24796252039585454,0.960331531483483,0.12027396400849684,0.11637580179813656,0.706740542166018,0.48766993214184,0.23557430026559537,0.27946151415034115,0.9999999999999999,0.46053611581053616,0.823606078181688,0.1544281128527328,0.4139818645793189,0.41388866079359904,0.2362414041117109,0.0765624872118307,0.4801865651147019,0.13640656165452303,0.29313466780359765,0.4347949092905406,0.3602464432242,0.06613670491308686,0.48200700295939547,0.15088043390369113,0.25935426387440536,0.16550587388227964,0.45756740608429775,0.3490549094228198,0.4336013701024781,0.17496020519581584,0.25680797865871047,0.05604426503838192,0.11669784679360337,0.2540329639660787,0.0,0.30099733668397677,0.1418552881771823,0.03378975534465592,0.15222829081392455,0.8164400323351027,0.07533953436152159,0.1179931683642465,0.18038141285846562,0.19971443390480223,0.15198803969791008,0.2378863004007424,0.25071808737215856,0.27804082526312845
climb_c.png,0.35548419659255426,0.05012822852649921,0.7489140467847164,0.41258170485435897,0.0,0.13688633023903676,0.42519897056340017,0.2856325006154533,0.18177889828671873,1.0,0.35663693737309315,0.9458258137592486,0.272430733647399,0.10428633608827192,0.18646130221105167,0.29467359960181055,0.26394683309140266,0.24709290252892574,0.14149226465039677,0.14054328262484694,0.47481516788732464,0.36397513638398704,0.04755338944584447,0.19703876111567614,0.09286645224429373,0.21549166576357004,0.22440335701953684,0.28094250804023924,0.45832260393746616,0.17868038711380385,0.22762332259446066,0.10734145011081038,0.1410614869537944,0.01623394042460409,0.2244279655532351,0.0824953888089544,0.2265119679118348,0.29447575006184523,0.047422523005452195,0.11656875275712386,0.5100163593846864,0.12204316543621199,0.12926876091198455,0.1455557700701642,0.1462519466161083,0.05422953564822133,0.2246979324681088,0.14814347842787434,0.15036016101759225
dwarfs.png,0.2672928222438525,0.24833126269435857,1.0000000000000002,0.5051639299986338,0.0807459779647296,0.5884397549973364,0.9108080999583755,0.269007787226576,0.5553385097542455,0.7917983208230024,0.5432999242001385,0.6845173751853073,0.07624539440818032,0.343050007078655,0.13991060629650776,0.3635029350822025,0.09571000886508861,0.3101825092613874,0.2045269696754658,0.17236513714761628,0.17957487822418616,0.029498131482220927,0.2337750851821686,0.04812073749346416,0.09515824518554374,0.22988676623386256,0.2454430019993229,0.11524031860655354,0.4701298624269584,0.19528678085013768,0.15169712253557777,0.0,0.15917576353267604,0.0697609815358316,0.2653629175214893,0.0848593840475714,0.13268573490384153,0.2053911714167796,0.0598507007515378,0.1565765407372181,0.32886037185357325,0.14183816959045129,0.14188954262003442,0.13013562279277477,0.29313946080066833,0.0695753732004594,0.11629053906870322,0.1803542519062059,0.03512105347332477
dwarfs_c.png,0.5323123524327875,0.3142210357035805,0.7854091975103374,0.7334145109546413,0.18974958282931756,0.486594318827971,0.8637371771418609,0.5022878809696667,0.37882180465837634,0.908687984200113,0.47278212337213266,1.0,0.10663715003635471,0.1585252195286429,0.28700471996487215,0.39936728999312254,0.22379462810944833,0.3659535202046684,0.2394946079989114,0.27886550272380284,0.4464303011416282,0.31277315560282015,0.3225313769460565,0.40910062591313723,0.0,0.3794511128149205,0.46787512504190837,0.21864489614519805,0.5276252789448963,0.17025618733730208,0.2966157668795305,0.06307459164817053,0.4042574976644726,0.06985815786935419,0.4415540253452878,0.21839273228148304,0.1711322030765296,0.42083523008120993,0.08830253611357862,0.3503497006508327,0.2053292478795816,0.18781505369322085,0.21879261705575728,0.1804376664891511,0.32984817637596653,0.11593709500561919,0.2508336377693371,0.21716449353552802,0.14613288003108388
