image,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,Predicted Complexity Score
Eric Montoya.jpg,0.0,0.004655382934869612,0.03345213440705901,0.0,0.0,0.0154995921431196,0.0,0.007449667400304067,0.003038299099745071,0.0018475769353007128,0.006065494676665915,0.005399415988540809,0.009171470928063368,0.002968324916490274,0.008274220727646915,0.0,0.004435072999956437,0.0,0.0,0.0,0.0,0.0027553938252754544,0.01184705743541164,0.0,0.0015189028330964498,0.0,0.002078169032980486,0.0006772396416134859,0.004175395735139876,0.0044514912792376505,0.0,0.0,0.0028017427409235836,0.0,0.011222730547920608,0.0,0.0,0.002911165438923618,0.0015413887929505302,0.0029843557569713464,0.0026336809959331617,0.0,0.0015579864417868776,0.005990192495814632,0.002796639580610483,0.0,0.0,0.005215299554620699,0.0,0.16941548528697242
Eric Montoya_c.png,0.0,0.012281405905933573,0.0710988308871043,0.0,0.0,0.0019031080695074546,0.0,0.014841026151089058,0.0018312547972471316,0.0033194758142791737,0.0015331109545299027,0.005279419818186323,0.009672426162633694,0.0021062967586172677,0.0,0.0,0.0055835054091769275,0.0,0.0,0.0,0.0,0.002003638649018352,0.0020179353611578465,0.0,0.0008501725137348827,0.0,0.0031951448281570924,0.0005643420561028236,0.0031481428729383766,0.004021438695997365,0.0,0.0,0.002031540236615933,0.0,0.012700831211734244,0.0,0.0020222427395548068,0.0037870558238833844,0.005978683942805271,0.002234352965216231,0.0049448711987279325,0.0,0.0014908682789019927,0.0024823529660110313,0.009053179819376513,0.0,0.0,0.0030515254353884157,0.0,0.19502818032362726
apple.png,0.0,0.0710988308871043,0.009859502256296159,0.0,0.0,0.0071533726647377465,0.0,0.0018773344612503383,0.0028243305205974635,0.004609414914870712,0.0021256091198510216,0.0036507957926341975,0.011956196267951191,0.0010648832249232063,0.0121873641500756,0.0,0.0029250169679572832,0.0,0.0,0.0,0.0,0.0012264864929567687,0.011639315135577411,0.0,0.0007445426580482977,0.0,0.0018262821107077395,0.00025028519077693173,0.0020271710323970264,0.01376388036565848,0.0,0.0,0.001091921687687576,0.0,0.01248175729766759,0.0,0.001467768386389246,0.0038336340255555623,0.0,0.0021336446506703324,0.011718359335101632,0.0,0.0012327382146990213,0.004205659397103203,0.0061005601470479,0.0,0.0,0.0022236640606273206,0.0,0.20930032141692123
apple_c.png,0.0,0.03160568176425114,0.034277701186064574,0.0,0.0,0.0038696062275602027,0.0,0.015430952296328876,0.001244061409464301,0.0125,0.006007133956076572,0.012503321693452557,0.010238974654335438,0.003923929444849669,0.007940014578458157,0.0,0.007815352845702766,0.0,0.0,0.0,0.0,0.0012097574195564288,0.02501673281170181,0.0,0.0024470866985364585,0.0,0.002893982848913531,0.0008471179080968927,0.003954212440444757,0.005767437009516352,0.0,0.0,0.0015271820384532902,0.0,0.015140534999003974,0.0,0.006389513271950717,0.005935237243665896,0.0,0.0076573170383715285,0.02214252072021422,0.0,0.002365668071039804,0.0072624103363497765,0.013042258199343319,0.0,0.0,0.0051180017369179065,0.0,0.2760737008486209
cat.png,0.0,0.003567082600656746,0.0710988308871043,0.0,0.0,0.0024233024885070395,0.0,0.00607192821963623,0.0014479632644464713,0.0026725677045267614,0.0017144766774019188,0.006652929771398508,0.004103421954989922,0.0010669986914745237,0.0016024334002741633,0.0,0.004168402641392801,0.0,0.0,0.0,0.0,0.0011426933083421968,0.000606059188113279,0.0,6.806917736977806e-05,0.0,0.0023927414550669033,0.00017553348301877048,0.0033369401663283786,0.0034641194318090927,0.0,0.0,0.0010810690425956855,0.0,0.011308054216673365,0.0,0.0009648801654257893,0.00195732399239556,0.0003007329976676973,0.0017023161262332404,0.006173007914313628,0.0,0.0005909633668330788,0.0013034217928700798,0.002884296122583368,0.0,0.0,0.001858485524948555,0.0,0.1479010457743978
cat_c.png,0.0,0.010800863378029001,0.0710988308871043,0.0,0.0,0.00166002770579989,0.0,0.006223927878061796,0.0014781422877963334,0.002375570439068936,0.0019477692125236,0.00784336139720529,0.0034625241862555616,0.001295384730762199,0.0042128006330882616,0.0,0.004494709140737689,0.0,0.0,0.0,0.0,0.0023517086806512854,0.0037637103152420516,0.0,0.0,0.0,0.0027055926483165282,0.0003459401673435072,0.0034776965581823764,0.0030591019653029333,0.0,0.0,0.00212561287311597,0.0,0.012474137086956603,0.0,0.0015209267460858133,0.00380612518313968,0.0004509135908690569,0.004803619206246695,0.0052934178121651675,0.0,0.00101153888254927,0.0030665765206170786,0.00828567379161159,0.0,0.0,0.003193219913894603,0.0,0.17862942381872304
climb.png,0.0,0.017629845303965008,0.06827844915249803,0.0,0.0,0.0109541901545805,0.0,0.013383710189280125,0.0037528632631108525,0.0125,0.005756701447631702,0.02373099387766815,0.008905857194015626,0.005174773307241486,0.01807667995172369,0.0,0.004256816005323843,0.0,0.0,0.0,0.0,0.00554225297267997,0.0036771504462031726,0.0,0.0011914717995779353,0.0,0.0025652735424659245,0.0018753301043468132,0.004986498706040253,0.018334966802745507,0.0,0.0,0.0008686632500558166,0.0,0.01806144674477409,0.0,0.004665335954766891,0.0039314658833653855,0.001980040159158116,0.006121803379722496,0.033823886873018294,0.0,0.0014749146045530813,0.0048316449872803134,0.01110397049129283,0.0,0.0,0.007224071742628439,0.0,0.3246610682917144
climb_c.png,0.0,0.003564058442675684,0.05324691316132347,0.0,0.0,0.002121682288673448,0.0,0.016227672562612348,0.002441092296601508,0.0125,0.004457961717163664,0.02725257521801552,0.01571105910902613,0.0013035792011033987,0.008143739132615872,0.0,0.014675242988767547,0.0,0.0,0.0,0.0,0.005599617482830538,0.00264393225288518,0.0,0.0007333473009930159,0.0,0.003478160509349675,0.0011514367848602697,0.006547465770535191,0.007555554921929858,0.0,0.0,0.0021863955148857996,0.0,0.015956565969206332,0.0,0.003510843118168834,0.00816128450143178,0.002778904405836296,0.0046877684875991634,0.02112921336534343,0.0,0.0016158595113998063,0.003898815269736529,0.008131496896681495,0.0,0.0,0.004268535739014794,0.0,0.2656807739212666
dwarfs.png,0.0,0.017656062450287266,0.07109883088710431,0.0,0.0,0.009120576203255938,0.0,0.015283170782385372,0.007457590352588777,0.00989747901028753,0.006791249052501731,0.019723358132012838,0.004397065934155363,0.004288125088483188,0.0061106270633851135,0.0,0.005321403633078943,0.0,0.0,0.0,0.0,0.0004538174074187806,0.01299771677343873,0.0,0.0007514451191747565,0.0,0.0038042664253723937,0.00047230995006137595,0.006716140891813651,0.0082577613697486,0.0,0.0,0.0024671594138261288,0.0,0.018866993196568975,0.0,0.002056574774219632,0.005692338957155683,0.0035071810918140436,0.006296666612660155,0.013624192315484705,0.0,0.00177361928275043,0.0034857756105207403,0.01629833086633927,0.0,0.0,0.005196641648452507,0.0,0.28986447029634693
dwarfs_c.png,0.0,0.02234074827865963,0.055841675710963774,0.0,0.0,0.007542013480992653,0.0,0.028536539948994775,0.005087163569875193,0.011358599802501413,0.005909776542151658,0.0288135244582703,0.006149756105005637,0.0019815652441080365,0.012534995420003331,0.0,0.012442810957878463,0.0,0.0,0.0,0.0,0.004811894701581821,0.017932499029249885,0.0,0.0,0.0,0.007251873612060663,0.000896111371681339,0.007537503984927045,0.007199335052962765,0.0,0.0,0.00626582633459745,0.0,0.03139397497554478,0.0,0.0026524793502397262,0.011663289898054211,0.005174425380622004,0.014089181255740983,0.00850648299561866,0.0,0.002734907713196965,0.004833151780959389,0.0183393075075953,0.0,0.0,0.006257274445953818,0.0,0.3560786889099917
