image,Entropy
Eric Montoya.jpg,3.4099982239111593
Eric Montoya_c.png,3.0283210011167094
apple.png,3.140963572629377
apple_c.png,3.2274470017891614
cat.png,2.58662236424563
cat_c.png,3.1010962811654013
climb.png,3.109379398893641
climb_c.png,3.206040556495691
dwarfs.png,3.232693077251505
dwarfs_c.png,3.3813617980239257
einstein.png,3.344806346907205
einstein_c.png,3.3357504170499443
elephant.png,3.31933091023549
elephant_c.png,3.3399063944587306
face.jpg,3.586737558342768
face_c.png,2.7493015088573074
fantasy.png,3.467553937688516
fantasy_c.png,3.272056729908676
flower.jpg,3.3140833203838804
flower_c.png,3.3217551919860764
goose.png,3.286926933924746
goose_c.png,2.727937167371238
half.png,3.3577880174404386
half_c.png,3.04647219863993
halfskeleton.png,3.4048471180988655
halfskeleton_c.png,3.4208923062618237
horses.png,3.0941573327282863
horses_c.png,3.215028154767553
love.png,3.1415407208940644
love_c.jpg,3.2593919972516163
magician.png,3.468547085872865
magician_c.png,3.5489958041563976
monkey.png,3.1434128888840593
monkey_c.png,3.32398195782729
mountain.png,3.4513499298799473
mountain_c.png,3.4117204612983265
night.png,3.511627812287524
night_c.png,3.4412479428674327
oldman.png,3.289094320718116
oldman_c.png,3.1946377331777684
oldpeople.jpg,3.4334548932755333
oldpeople_c.png,3.3673085395186666
painting.jpg,3.372848476506177
painting_c.png,3.284597699907324
people.jpg,3.5964746991741277
people_c.png,2.8947775805447455
scene.png,3.3642369267007752
scene_c.png,3.4184206573200795
skeleton.png,3.61122891479441
skeleton_c.png,3.295208391512507
street.jpg,3.3361372466662136
street_c.png,3.224601562058538
sunset.png,3.4018424001769842
sunset_c.png,3.4943492705101185
table.png,3.339997017747612
table_c.png,3.0706881807606807
tiger.png,2.921293312876675
tiger_c.png,3.2246015161977057
tree.png,3.2587784613943045
tree_c.png,3.2924216255799514
treeelephant.jpg,3.5004841439302212
treeelephant_c.png,3.3798537851981734
twotrees.jpg,3.3638855693746477
twotrees_c.png,3.216227047837823
upsidedownwoman.png,3.169554288422473
upsidedownwoman_c.png,3.1661095114276097
vangogh.jpg,3.2507321482367977
vangogh_c.png,3.154764261431586
wife.png,3.5324857056308105
wife_c.png,3.202025456264939
woman.png,3.298782053638675
woman_c.png,3.1320799888096875
