image,Average Third Ordering,Normalized Average
catapult_01b.jpg,16.666666666666668,0.6802721088435374
sled_01b.jpg,24.833333333333332,0.5136054421768708
alpaca_01b.jpg,27.833333333333332,0.45238095238095244
anchor_01b.jpg,25.833333333333332,0.4931972789115646
springboard_01b.jpg,22.833333333333332,0.554421768707483
sheet_01b.jpg,36.166666666666664,0.2823129251700681
laptop_01b.jpg,19.0,0.6326530612244898
anvil_01b.jpg,21.0,0.5918367346938775
jeep_01b.jpg,17.833333333333332,0.6564625850340136
spur_01b.jpg,8.666666666666666,0.8435374149659864
toaster_oven_01b.jpg,18.833333333333332,0.6360544217687075
vent_01b.jpg,33.0,0.34693877551020413
seal_01b.jpg,24.333333333333332,0.5238095238095238
barbed_wire_01b.jpg,15.0,0.7142857142857143
rattle_01b.jpg,15.833333333333334,0.6972789115646258
rhinoceros_01b.jpg,29.833333333333332,0.41156462585034015
octopus_01b.jpg,13.833333333333334,0.7380952380952381
beehive_01b.jpg,12.333333333333334,0.7687074829931972
shark_01b.jpg,32.166666666666664,0.3639455782312926
surfboard_01b.jpg,38.333333333333336,0.23809523809523803
whip_01b.jpg,37.833333333333336,0.2482993197278911
hair_01b.jpg,17.5,0.6632653061224489
mouse1_01b.jpg,33.333333333333336,0.34013605442176864
stereo_01b.jpg,19.333333333333332,0.6258503401360545
mole_01b.jpg,27.166666666666668,0.4659863945578231
monkey_01b.jpg,29.833333333333332,0.41156462585034015
casserole_01b.jpg,20.0,0.6122448979591837
orangutan_01b.jpg,28.0,0.44897959183673475
flower_01b.jpg,40.666666666666664,0.19047619047619058
shaker_01b.jpg,33.166666666666664,0.34353741496598644
mold2_01b.jpg,16.833333333333332,0.6768707482993197
trident_01b.jpg,36.5,0.2755102040816326
granola_01b.jpg,23.833333333333332,0.5340136054421769
shower_curtain_01b.jpg,25.333333333333332,0.5034013605442177
shrimp_01b.jpg,21.0,0.5918367346938775
nail_01b.jpg,28.5,0.4387755102040817
triangle_01b.jpg,30.166666666666668,0.40476190476190477
toad_01b.jpg,21.166666666666668,0.5884353741496599
clothes_01b.jpg,21.5,0.5816326530612245
hyena_01b.jpg,25.166666666666668,0.5068027210884354
piglet_01b.jpg,23.833333333333332,0.5340136054421769
hard_disk_01b.jpg,8.5,0.846938775510204
binder_01b.jpg,35.666666666666664,0.2925170068027212
lasagna_01b.jpg,17.666666666666668,0.6598639455782312
lamb_chop_01b.jpg,28.166666666666668,0.44557823129251695
shoehorn_01b.jpg,42.0,0.16326530612244894
rat_01b.jpg,28.0,0.44897959183673475
patty_01b.jpg,35.0,0.30612244897959184
toast_01b.jpg,40.833333333333336,0.18707482993197277
guitar_01b.jpg,24.333333333333332,0.5238095238095238
